ident,name,latitude_deg,longitude_deg,elevation_ft
KA08,Vaiden Field,32.512402,-87.385597,225
KA09,Eagle Airpark,34.887533,-114.616638,485
KA20,Sun Valley Airport,35.005944,-114.565076,725
KA24,California Pines Airport,41.412399,-120.683998,4398
KA30,Scott Valley Airport,41.558201,-122.855003,2728
KA32,Butte Valley Airport,41.887199,-121.975998,4243
KA34,Dayton Valley Airpark,39.238581,-119.555023,4414
KA39,Ak-Chin Regional Airport,32.990806,-111.918528,1300
KA50,Colorado Springs East Airport,38.874401,-104.410004,6145
KAAA,Logan County Airport,40.158699,-89.334999,597
KAAF,Apalachicola Regional Airport,29.727501,-85.027496,20
KAAO,Colonel James Jabara Airport,37.74760056,-97.22109985,1421
KAAS,Taylor County Airport,37.358254,-85.309434,921
KAAT,Alturas Municipal Airport,41.482736,-120.565671,4378
KABE,Lehigh Valley International Airport,40.651773,-75.442797,393
KABI,Abilene Regional Airport,32.4113006592,-99.68190002440001,1791
KABQ,Albuquerque International Sunport,35.039976,-106.608925,5355
KABR,Aberdeen Regional Airport,45.449100494384766,-98.42179870605469,1302
KABY,Southwest Georgia Regional Airport,31.532946,-84.196215,197
KACB,Antrim County Airport,44.988602,-85.198402,623
KACJ,Jimmy Carter Regional Airport,32.110802,-84.188904,468
KACK,Nantucket Memorial Airport,41.25310135,-70.06020355,47
KACP,Allen Parish Airport,30.750299,-92.688301,107
KACQ,Waseca Municipal Airport,44.073502,-93.552902,1126
KACT,Waco Regional Airport,31.611299514770508,-97.23049926757812,516
KACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221
KACY,Atlantic City International Airport,39.456201,-74.577511,75
KACZ,Henderson Field,34.717899,-78.003601,39
KADC,Wadena Municipal Airport,46.450298,-95.210999,1369
KADG,Lenawee County Airport,41.866205,-84.077983,798
KADH,Ada Regional Airport,34.805214,-96.671988,1016
KADM,Ardmore Municipal Airport,34.30301,-97.0196342,777
KADS,Addison Airport,32.9686012268,-96.8364028931,644
KADT,Atwood-Rawlins City-County Airport,39.841209,-101.043248,2991
KADU,Audubon County Airport,41.701401,-94.920502,1287
KADW,Joint Base Andrews,38.810799,-76.866997,280
KAEG,Double Eagle II Airport,35.145199,-106.794998,5837
KAEJ,Central Colorado Regional Airport,38.812906,-106.120062,7946
KAEL,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260
KAEX,Alexandria International Airport,31.325828,-92.546702,89
KAFF,USAF Academy Airfield,38.972497,-104.821125,6572
KAFJ,Washington County Airport,40.136501,-80.290199,1184
KAFK,Nebraska City Municipal Airport,40.606899,-95.8657,1165
KAFN,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,1040
KAFO,Afton Municipal Airport,42.7112007141,-110.942001343,6221
KAFP,Anson County Airport - Jeff Cloud Field,35.020599,-80.077103,300
KAFW,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,722
KAGC,Allegheny County Airport,40.354401,-79.930199,1252
KAGO,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,319
KAGR,MacDill Air Force Base Auxiliary Field,27.6506,-81.349403,68
KAGS,Augusta Regional At Bush Field,33.3699,-81.9645,144
KAGZ,Wagner Municipal Airport,43.064913,-98.296654,1475
KAHC,Amedee Army Air Field,40.26620102,-120.1529999,4012
KAHH,Amery Municipal Airport,45.2811012268,-92.37539672850001,1088
KAHN,Athens Ben Epps Airport,33.948842,-83.325634,808
KAHQ,Wahoo Municipal Airport,41.2412986755,-96.59400177,1224
KAIA,Alliance Municipal Airport,42.052543,-102.803965,3931
KAIB,Hopkins Field,38.239025,-108.563354,5940
KAID,Anderson Municipal Darlington Field,40.10860061649999,-85.6129989624,919
KAIG,Langlade County Airport,45.154202,-89.110703,1521
KAIK,Aiken Regional Airport,33.649399,-81.684998,528
KAIO,Atlantic Municipal Airport,41.40729904,-95.04689789,1165
KAIT,Aitkin Municipal Airport Steve Kurtz Field,46.548401,-93.676804,1205
KAIV,George Downer Airport,33.106499,-88.1978,150
KAIZ,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869
KAJG,Mount Carmel Municipal Airport,38.606499,-87.7267,429
KAJO,Corona Municipal Airport,33.897701,-117.601997,533
KAJR,Habersham County Airport,34.499901,-83.556702,1448
KAJZ,Blake Field,38.7864,-108.064003,5193
KAKH,Gastonia Municipal Airport,35.202598,-81.149902,798
KAKO,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714
KAKQ,Wakefield Municipal Airport,36.98720169067383,-77.0010986328125,113
KAKR,Akron Fulton International Airport,41.037355,-81.46784,1067
KALB,Albany International Airport,42.748299,-73.801697,285
KALI,Alice International Airport,27.7409,-98.026901,178
KALM,Alamogordo White Sands Regional Airport,32.837818,-105.993149,4200
KALN,St Louis Regional Airport,38.89030075069999,-90.0459976196,544
KALO,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873
KALS,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539
KALW,Walla Walla Regional Airport,46.09489822,-118.288002,1194
KALX,Thomas C Russell Field,32.914699554399995,-85.9629974365,686
KAMA,Rick Husband Amarillo International Airport,35.217857,-101.706444,3607
KAMG,Bacon County Airport,31.536100387573242,-82.50659942626953,200
KAMN,Gratiot Community Airport,43.322101593,-84.68800354,754
KAMT,Alexander Salamon Airport,38.851501,-83.566299,896
KAMW,Ames Municipal Airport,41.992001,-93.621803,956
KANB,Anniston Regional Airport,33.5882,-85.8581,612
KAND,Anderson Regional Airport,34.4945983887,-82.70939636230001,782
KANE,Anoka County-Blaine (Janes Field) Airport,45.145,-93.211401,912
KANJ,Sault Ste Marie Municipal Airport Sanderson Field,46.479198,-84.368401,716
KANK,Salida Airport - Harriet Alexander Field,38.5383,-106.049004,7523
KANP,Lee Airport,38.942902,-76.568398,34
KANQ,Tri State Steuben County Airport,41.639702,-85.083504,995
KANW,Ainsworth Regional Airport,42.579201,-99.992995,2589
KANY,Anthony Municipal Airport,37.158501,-98.079597,1340
KAOC,Arco Butte County Airport,43.6035,-113.334,5332
KAOH,Lima Allen County Airport,40.706902,-84.026703,975
KAOO,Altoona Blair County Airport,40.296398,-78.32,1503
KAOV,Ava Bill Martin Memorial Airport,36.971901,-92.6819,1311
KAPA,Centennial Airport,39.57009888,-104.848999,5885
KAPC,Napa County Airport,38.2132,-122.280998,35
KAPF,Naples Municipal Airport,26.1525993347,-81.7752990723,8
KAPG,Phillips Army Air Field,39.466202,-76.1688,57
KAPH,Mary Walker LZ Airport,38.068631,-77.319318,220
KAPN,Alpena County Regional Airport,45.0780983,-83.56030273,690
KAPT,Marion County Airport - Brown Field,35.060699,-85.585297,641
KAPV,Apple Valley Airport,34.575298309299995,-117.185997009,3062
KAPY,Zapata County Airport,26.968799591099998,-99.2489013672,422
KAQO,Llano Municipal Airport,30.783700942993,-98.662002563477,1102
KAQP,Appleton Municipal Airport,45.228239,-96.005856,1020
KAQR,Atoka Municipal Airport,34.398300170898,-96.148101806641,590
KAQW,Harriman and West Airport,42.6959,-73.170403,654
KAQX,Allendale County Airport,32.995098,-81.270203,161
KARA,Acadiana Regional Airport,30.0378,-91.883904,24
KARB,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839
KARG,Walnut Ridge Regional Airport,36.124667,-90.925111,279
KARM,Wharton Regional Airport,29.254299,-96.154404,100
KARR,Aurora Municipal Airport,41.771900177,-88.47570037839999,712
KART,Watertown International Airport,43.991901,-76.021698,325
KARV,Lakeland Airport Noble F Lee Memorial Field,45.927898,-89.730904,1629
KARW,Beaufort Executive Airport,32.412201,-80.634399,10
KASD,Slidell Airport,30.3451,-89.820801,29
KASE,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,7820
KASG,Springdale Municipal Airport,36.176399231,-94.1193008423,1353
KASH,Nashua Airport / Boire Field,42.7817,-71.514801,199
KASJ,Tri-County Airport at Henry Joyner Field,36.297501,-77.170898,68
KASL,Harrison County Airport,32.5205001831,-94.307800293,357
KASN,Talladega Municipal Airport,33.569900512699995,-86.05090332030001,529
KAST,Astoria Regional Airport,46.158000946,-123.878997803,15
KASW,Warsaw Municipal Airport,41.2747,-85.840103,850
KASX,John F Kennedy Memorial Airport,46.54850006,-90.91899872,827
KASY,Ashley Municipal Airport,46.0238990784,-99.3526000977,2032
KATA,Hall Miller Municipal Airport,33.101799,-94.195297,280
KATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026
KATS,Artesia Municipal Airport,32.8525009155,-104.468002319,3541
KATW,Appleton International Airport,44.258515,-88.519,918
KATY,Watertown Regional Airport,44.91400146,-97.15470123,1749
KAUG,Augusta State Airport,44.320598602299995,-69.7973022461,352
KAUH,Aurora Municipal Al Potter Field,40.8941,-97.994598,1803
KAUM,Austin Municipal Airport,43.66500092,-92.93340302,1234
KAUN,Auburn Municipal Airport,38.95479965,-121.0820007,1539
KAUO,Auburn University Regional Airport,32.615101,-85.433998,777
KAUS,Austin Bergstrom International Airport,30.197535,-97.662015,542
KAUW,Wausau Downtown Airport,44.9262008667,-89.6266021729,1201
KAVC,Mecklenburg Brunswick Regional Airport,36.688301,-78.054497,441
KAVK,Alva Regional Airport,36.773201,-98.669899,1474
KAVL,Asheville Regional Airport,35.435488,-82.541853,2165
KAVO,Avon Park Executive Airport,27.59119987,-81.52780151,160
KAVP,Wilkes-Barre/Scranton International Airport,41.337064,-75.724232,962
KAVQ,Marana Regional Airport,32.409065,-111.216199,2031
KAVX,Catalina Airport,33.4049,-118.416,1602
KAWG,Washington Municipal Airport,41.276100158691406,-91.67340087890625,754
KAWM,West Memphis Municipal Airport,35.1351013184,-90.2343978882,212
KAWO,Arlington Municipal Airport,48.161448,-122.158442,142
KAXA,Algona Municipal Airport,43.078104,-94.271836,1219
KAXH,Houston Southwest Airport,29.5061,-95.476898,68
KAXN,Chandler Field,45.866299,-95.394699,1425
KAXQ,Clarion County Airport,41.2258,-79.441002,1458
KAXS,Altus Quartz Mountain Regional Airport,34.697952,-99.3385,1433
KAXV,Neil Armstrong Airport,40.49340057,-84.29889679,913
KAXX,Angel Fire Airport,36.422001,-105.290001,8380
KAYS,Waycross Ware County Airport,31.2490997314,-82.39550018310001,142
KAYX,Arnold Air Force Base,35.392601,-86.0858,1067
KAZC,Colorado City Municipal Airport,36.95919,-113.013166,4874
KAZE,Hazlehurst Airport,31.884700775146484,-82.64739990234375,255
KAZO,Kalamazoo/Battle Creek International Airport,42.232105,-85.549637,874
KB16,Whitfords Airport,43.080299,-76.538399,400
KB19,Biddeford Municipal Airport,43.4641,-70.472397,157
KB21,Sugarloaf Regional Airport,45.085339,-70.216394,885
KBAB,Beale Air Force Base,39.136101,-121.436996,113
KBAD,Barksdale Air Force Base,32.501801,-93.662697,166
KBAF,Westfield-Barnes Regional Airport,42.157799,-72.715599,271
KBAK,Columbus Municipal Airport,39.262386,-85.895576,656
KBAM,Battle Mountain Airport,40.598999023400005,-116.874000549,4532
KBAX,Huron County Memorial Airport,43.780201,-82.985397,763
KBAZ,New Braunfels National Airport,29.7045,-98.042198,651
KBBB,Benson Municipal Airport,45.331902,-95.650597,1039
KBBD,Curtis Field,31.178931,-99.324732,1827
KBBG,Branson Airport,36.532082,-93.200544,1302
KBBP,Marlboro County Jetport - H E Avent Field Airport,34.6217,-79.734398,147
KBBW,Broken Bow Municipal Airport,41.4365005493,-99.6421966553,2547
KBCB,Virginia Tech Montgomery Executive Airport,37.207599639899996,-80.4077987671,2132
KBCE,Bryce Canyon Airport,37.706401825,-112.144996643,7590
KBCK,Black River Falls Area Airport,44.250702,-90.855301,836
KBCT,Boca Raton Airport,26.3785,-80.107697,13
KBDE,Baudette International Airport,48.728401,-94.612198,1086
KBDG,Blanding Municipal Airport,37.58330154,-109.4830017,5868
KBDH,Willmar Municipal Airport John L Rice Field (2006),45.117552,-95.132259,1126
KBDJ,Boulder Junction Payzer Airport,46.1374015808,-89.64600372310001,1666
KBDL,Bradley International Airport,41.938555,-72.688016,173
KBDN,Bend Municipal Airport,44.09479904,-121.2009964,3460
KBDQ,Morrilton Municipal Airport,35.1362,-92.713501,321
KBDR,Igor I Sikorsky Memorial Airport,41.163502,-73.126198,9
KBDU,Boulder Municipal Airport,40.039101,-105.226025,5288
KBEA,Beeville Municipal Airport,28.361900329589844,-97.79100036621094,268
KBEC,Beech Factory Airport,37.694499969499994,-97.21499633790002,1408
KBED,Laurence G Hanscom Field,42.470001,-71.289001,133
KBEH,Southwest Michigan Regional Airport,42.128601074200006,-86.4284973145,643
KBFA,Boyne Mountain Airport,45.165798,-84.924103,719
KBFD,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143
KBFE,Terry County Airport,33.173099517822266,-102.19300079345703,3264
KBFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967
KBFI,King County International Airport - Boeing Field,47.527042,-122.29995,21
KBFK,Buffalo Municipal Airport,36.863300323486,-99.618698120117,1822
KBFL,Meadows Field,35.433601,-119.056999,510
KBFM,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,26
KBFR,Virgil I Grissom Municipal Airport,38.84000015,-86.44539642,727
KBGD,Hutchinson County Airport,35.700901031499995,-101.393997192,3055
KBGE,Decatur County Industrial Air Park,30.9715004,-84.63739777,141
KBGF,Winchester Municipal Airport,35.177502,-86.0662,979
KBGM,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636
KBGR,Bangor International Airport,44.806364,-68.826668,192
KBHB,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83
KBHC,Baxley Municipal Airport,31.71380043029785,-82.393798828125,201
KBHK,Baker Municipal Airport,46.347599,-104.259002,2975
KBHM,Birmingham-Shuttlesworth International Airport,33.562877,-86.750712,650
KBID,Block Island State Airport,41.168446,-71.578631,108
KBIE,Beatrice Municipal Airport,40.3013,-96.754097,1324
KBIF,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946
KBIH,Eastern Sierra Regional Airport,37.3731,-118.363998,4124
KBIJ,Early County Airport,31.397499084472656,-84.8947982788086,214
KBIL,Billings Logan International Airport,45.808932,-108.541242,3652
KBIS,Bismarck Municipal Airport,46.772734,-100.746874,1661
KBIV,West Michigan Regional Airport,42.742901,-86.107399,698
KBIX,Keesler Air Force Base,30.4104003906,-88.92440032959999,33
KBJC,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,5673
KBJI,Bemidji Regional Airport,47.50939941,-94.93370056,1391
KBJJ,Wayne County Airport,40.874801635699995,-81.88829803470001,1136
KBKD,Stephens County Airport,32.71900177,-98.89099884030001,1284
KBKE,Baker City Municipal Airport,44.837299346900004,-117.808998108,3373
KBKF,Buckley Space Force Base,39.701698,-104.751999,5662
KBKL,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,583
KBKN,Blackwell Tonkawa Municipal Airport,36.745098,-97.349602,1030
KBKS,Brooks County Airport,27.20680046,-98.12120056,113
KBKT,Allen C Perkinson Blackstone Army Air Field,37.0741996765,-77.9574966431,439
KBKV,Brooksville–Tampa Bay Regional Airport,28.469461,-82.457114,76
KBKW,Raleigh County Memorial Airport,37.7873,-81.124199,2504
KBKX,Brookings Regional Airport,44.304798,-96.816902,1648
KBLF,Mercer County Airport,37.295799,-81.207703,2857
KBLH,Blythe Airport,33.6192016602,-114.717002869,399
KBLI,Bellingham International Airport,48.79280090332031,-122.53800201416016,170
KBLM,Monmouth Executive Airport,40.18690109,-74.12490082,153
KBLU,Blue Canyon Nyack Airport,39.2750015259,-120.709999084,5284
KBLV,Scott AFB/Midamerica Airport,38.5452,-89.835197,459
KBMC,Brigham City Regional Airport,41.552399,-112.061996,4229
KBMG,Monroe County Airport,39.145999908447266,-86.61669921875,846
KBMI,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,871
KBML,Berlin Regional Airport,44.57540131,-71.17590332,1161
KBMQ,Burnet Municipal Airport/Kate Craddock Field,30.738899,-98.238602,1284
KBMT,Beaumont Municipal Airport,30.070635,-94.215746,32
KBNA,Nashville International Airport,36.1245,-86.6782,599
KBNG,Banning Municipal Airport,33.922548,-116.850672,2219
KBNL,Barnwell Regional Airport,33.25780106,-81.38829803,246
KBNO,Burns Municipal Airport,43.590463,-118.955154,4148
KBNW,Boone Municipal Airport,42.049599,-93.847603,1160
KBOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871
KBOK,Brookings Airport,42.0746,-124.290001,459
KBOS,Boston Logan International Airport,42.36197,-71.0079,20
KBOW,Bartow Executive Airport,27.943399,-81.783401,125
KBPG,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,2573
KBPI,Miley Memorial Field,42.58509827,-110.1110001,6990
KBPK,Ozark Regional Airport,36.3689002991,-92.47049713130001,928
KBPT,Jack Brooks Regional Airport,29.9508,-94.020699,15
KBQK,Brunswick Golden Isles Airport,31.258801,-81.466499,26
KBQP,Morehouse Memorial Airport,32.756,-91.880556,168
KBQR,Buffalo Lancaster Regional Airport,42.922298,-78.612297,750
KBRD,Brainerd Lakes Regional Airport,46.402861,-94.129727,1232
KBRL,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,698
KBRO,Brownsville South Padre Island International Airport,25.907238,-97.425235,22
KBRY,Samuels Field,37.8143005371,-85.4996032715,669
KBST,Belfast Municipal Airport,44.409401,-69.011902,198
KBTA,Blair Executive Airport,41.414908,-96.109136,1325
KBTF,Skypark Airport,40.8694000244,-111.927001953,4234
KBTL,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,952
KBTM,Bert Mooney Airport,45.95479965209961,-112.49700164794922,5550
KBTN,Britton Municipal Airport,45.815200805664,-97.743103027344,1318
KBTP,Pittsburgh/Butler Regional Airport,40.776901,-79.949699,1248
KBTR,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70
KBTV,Patrick Leahy Burlington International Airport,44.471901,-73.153297,335
KBTY,Beatty Airport,36.8610992432,-116.787002563,3170
KBUB,Cram Field,41.776699066199996,-99.14969635010002,2182
KBUF,Buffalo Niagara International Airport,42.940498,-78.732201,728
KBUM,Butler Memorial Airport,38.2897987366,-94.3401031494,892
KBUR,Hollywood Burbank Airport,34.202834,-118.35805,778
KBUU,Burlington Municipal Airport,42.69070053100586,-88.30460357666016,779
KBUY,Burlington Alamance Regional Airport,36.048500061035156,-79.47489929199219,617
KBVI,Beaver County Airport,40.772499,-80.391403,1253
KBVN,Albion Municipal Airport,41.7286,-98.055801,1806
KBVO,Bartlesville Municipal Airport,36.762501,-96.0112,711
KBVS,Skagit Regional Airport,48.470901,-122.420998,144
KBVX,Batesville Regional Airport,35.7262,-91.647301,465
KBVY,Beverly Regional Airport,42.584202,-70.916496,107
KBWC,Brawley Municipal Airport,32.99290085,-115.5169983,-128
KBWD,Brownwood Regional Airport,31.793600082399998,-98.9564971924,1387
KBWG,Bowling Green Warren County Regional Airport,36.964500427199994,-86.41970062259999,547
KBWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146
KBWP,Harry Stern Airport,46.2440986633,-96.6073989868,968
KBWW,Bowman Regional Airport,46.165519,-103.30075,2965
KBXA,George R Carr Memorial Air Field,30.813699722299997,-89.8649978638,119
KBXG,Burke County Airport,33.04130172729492,-82.00270080566406,302
KBXK,Buckeye Municipal Airport,33.422397,-112.686317,1033
KBXM,Brunswick Executive Airport,43.89220047,-69.93859863,72
KBYG,Johnson County Airport,44.3811,-106.722,4968
KBYH,Arkansas International Airport,35.9642982483,-89.94400024410001,254
KBYI,Burley Municipal Airport,42.542598724399994,-113.772003174,4150
KBYS,Bicycle Lake Army Air Field,35.2804985046,-116.629997253,2350
KBYY,Bay City Regional Airport,28.973301,-95.863503,45
KBZN,Bozeman Yellowstone International Airport,45.778853,-111.153711,4473
KC02,Grand Geneva Resort Airport,42.614899,-88.389603,835
KC03,Nappanee Municipal Airport,41.446201,-85.934799,860
KC04,Oceana County Airport,43.641701,-86.329201,910
KC08,Silver West Airport,38.013182,-105.374279,8290
KC09,Morris Municipal Airport James R. Washburn field,41.4254,-88.418701,584
KC15,Pekin Municipal Airport,40.488201,-89.675903,530
KC16,Frasca Field,40.1464,-88.198502,735
KC17,Marion Airport,42.031101,-91.529297,862
KC20,Andrews University Airpark,41.951698,-86.367699,668
KC24,Mineral County Memorial Airport,37.822017,-106.930289,8680
KC26,Clinton Heliport,40.163492,-88.935,730
KC27,Manchester Municipal Airport,42.490518,-91.497874,987
KC28,Presque Isle Bay Seaplane Base,42.147547,-80.10045,571
KC29,Middleton Municipal Morey Field,43.1143,-89.531502,928
KC35,Reedsburg Municipal Airport,43.525902,-89.9832,907
KC47,Portage Municipal Airport,43.560299,-89.482903,825
KC57,Millers Landing,43.095701,-84.349643,757
KC62,Kendallville Municipal Airport,41.472698,-85.260803,1005
KC63,Rayray Seaplane Base,43.251958,-85.059396,839
KC65,Plymouth Municipal Airport,41.365101,-86.300499,800
KC71,Crosby Municipal Airport,31.296,-91.052902,336
KC73,Dixon Municipal Charles R. Walgreen Field,41.833875,-89.443967,785
KC74,Cassville Municipal Airport,42.704200744628906,-90.964599609375,627
KC75,Marshall County Airport,41.018391,-89.385865,568
KC77,Poplar Grove Airport,42.322899,-88.836304,858
KC80,New Coalinga Municipal Airport,36.163101,-120.293999,622
KC81,Campbell Airport,42.32460021972656,-88.0740966796875,788
KC83,Byron Airport,37.82647,-121.621699,79
KC88,Tkaczyk Field,43.13909,-84.222501,727
KC91,Dowagiac Municipal Airport,41.992901,-86.127998,747
KCA2,The Hill Airstrip,52.218848,-123.449538,0
KCAD,Wexford County Airport,44.275749,-85.421534,1307
KCAE,Columbia Metropolitan Airport,33.938172,-81.123022,236
KCAG,Craig Moffat Airport,40.4952011108,-107.522003174,6193
KCAK,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,1228
KCAO,Clayton Municipal Airpark,36.4462013245,-103.166999817,4965
KCAR,Caribou Municipal Airport,46.871498,-68.017899,626
KCAV,Clarion Municipal Airport,42.741901,-93.758904,1162
KCBE,Greater Cumberland Regional Airport,39.615398,-78.760902,775
KCBF,Council Bluffs Municipal Airport,41.2592010498,-95.760597229,1253
KCBG,Cambridge Municipal Airport,45.557499,-93.264198,945
KCBK,Shalz Field,39.42750168,-101.0469971,3187
KCBM,Columbus Air Force Base,33.643799,-88.443802,219
KCCA,Clinton Municipal Airport,35.597801,-92.451599,514
KCCB,Upland-Cable Airport,34.111599,-117.688004,1444
KCCO,Newnan Coweta County Airport,33.3116,-84.769798,970
KCCR,Buchanan Field,37.9897,-122.056999,26
KCCY,Northeast Iowa Regional Airport,43.0726013184,-92.6108016968,1125
KCDA,Caledonia County Airport,44.5690994263,-72.0179977417,1188
KCDC,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,5622
KCDH,Harrell Field,33.622798919699996,-92.7633972168,130
KCDI,Cambridge Municipal Airport,39.974998,-81.577599,799
KCDK,George T Lewis Airport,29.134095,-83.050783,11
KCDN,Woodward Field,34.2835998535,-80.56490325930001,302
KCDR,Chadron Municipal Airport,42.837601,-103.095001,3297
KCDS,Childress Municipal Airport,34.4337997437,-100.288002014,1954
KCDW,Essex County Airport,40.875198364300005,-74.2814025879,173
KCEA,Cessna Aircraft Field,37.648601532,-97.2506027222,1378
KCEC,Jack Mc Namara Field Airport,41.778929,-124.236403,61
KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,241
KCEK,Crete Municipal Airport,40.61790085,-96.92489624,1500
KCEU,Oconee County Regional Airport,34.6719017,-82.8864975,892
KCEV,Mettel Field,39.6985015869,-85.129699707,867
KCEW,Bob Sikes Airport,30.778799057,-86.522102356,213
KCEY,Murray-Calloway County Airport Kyle-Oakley Field,36.6646,-88.372803,577
KCEZ,Cortez Municipal Airport,37.303001,-108.627998,5918
KCFD,Coulter Field,30.715700149499998,-96.3313980103,367
KCFE,Buffalo Municipal Airport,45.159,-93.8433,967
KCFJ,Crawfordsville Regional Airport,39.975602,-86.919899,799
KCFS,Tuscola Area Airport,43.458801,-83.445503,701
KCFT,Greenlee County Airport,32.957039,-109.211397,3798
KCFV,Coffeyville Municipal Airport,37.09400177,-95.5718994141,754
KCGC,Crystal River Airport,28.867246,-82.571009,9
KCGE,Cambridge Dorchester Airport,38.53929901,-76.03040314,20
KCGF,Cuyahoga County Airport,41.5651016235,-81.4863967896,879
KCGI,Cape Girardeau Regional Airport,37.2253,-89.570801,342
KCGS,College Park Airport,38.9805984497,-76.9223022461,48
KCGZ,Casa Grande Municipal Airport,32.954899,-111.766998,1464
KCHA,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683
KCHD,Chandler Municipal Airport,33.2691,-111.810997,1243
KCHK,Chickasha Municipal Airport,35.09740067,-97.96769714,1152
KCHN,Wauchula Municipal Airport,27.5149,-81.880501,106
KCHO,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639
KCHQ,Mississippi County Airport,36.842098,-89.359703,313
KCHS,Charleston International Airport,32.896159,-80.038151,46
KCHT,Chillicothe Municipal Airport,39.7822,-93.495697,783
KCHU,Houston County Airport,43.596401,-91.503899,1179
KCIC,Chico Regional Airport,39.795595,-121.857716,240
KCID,The Eastern Iowa Airport,41.884701,-91.7108,869
KCII,Choteau Airport,47.8283,-112.167999,3947
KCIN,Arthur N Neu Airport,42.0461997986,-94.78900146480001,1204
KCIR,Cairo Regional Airport,37.064499,-89.219597,321
KCIU,Chippewa County International Airport,46.242038,-84.462082,800
KCJR,Culpeper Regional Airport,38.526699,-77.858902,316
KCKA,Kegelman AF Aux Field,36.734348,-98.123531,1202
KCKB,North Central West Virginia Airport,39.2966,-80.228104,1217
KCKC,Grand Marais Cook County Airport,47.8382987976,-90.38289642330001,1799
KCKF,Crisp County Cordele Airport,31.9888,-83.773903,310
KCKI,Williamsburg Regional Airport,33.717201,-79.857002,67
KCKM,Fletcher Field,34.2997016907,-90.512298584,173
KCKN,Crookston Municipal Kirkwood Field,47.8417015076,-96.62159729,899
KCKP,Cherokee County Regional Airport,42.7317009,-95.55590057,1227
KCKV,Clarksville–Montgomery County Regional Airport,36.6218986511,-87.4150009155,550
KCKZ,Pennridge Airport,40.389198303222656,-75.29049682617188,568
KCLE,Cleveland Hopkins International Airport,41.411701,-81.8498,791
KCLI,Clintonville Municipal Airport,44.613800048799995,-88.731300354,822
KCLK,Clinton Regional Airport,35.5383,-98.932701,1616
KCLL,Easterwood Field,30.5886,-96.3638,320
KCLM,William R Fairchild International Airport,48.120201,-123.5,291
KCLR,Cliff Hatfield Memorial Airport,33.131500244099996,-115.521003723,-182
KCLS,Chehalis Centralia Airport,46.676998,-122.983002,176
KCLT,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748
KCLW,Clearwater Air Park,27.9766998291,-82.7586975098,71
KCMA,Camarillo International Airport,34.213699,-119.094002,77
KCMD,Cullman Regional Airport-Folsom Field,34.2687,-86.858002,969
KCMH,John Glenn Columbus International Airport,39.998001,-82.891899,815
KCMI,University of Illinois Willard Airport,40.039819,-88.276249,755
KCMR,H.A. Clark Memorial Field,35.305555,-112.194393,6680
KCMX,Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,1095
KCMY,Sparta Fort McCoy Airport,43.958009,-90.737886,837
KCNB,Myers Field Airport,44.7295,-96.265999,1194
KCNC,Chariton Municipal Airport,41.01959991455078,-93.35970306396484,1050
KCNH,Claremont Municipal Airport,43.3703994751,-72.36869812009999,545
KCNK,Blosser Municipal Airport,39.549301147499996,-97.6522979736,1486
KCNM,Cavern City Air Terminal,32.337501525878906,-104.26300048828125,3295
KCNO,Chino Airport,33.97470093,-117.637001,650
KCNP,Billy G Ray Field,41.07749938964844,-102.46399688720703,3682
KCNU,Chanute Martin Johnson Airport,37.668173,-95.486727,1002
